juv_other_count,score_text,priors_count,juv_misd_count,juvenile_total,sex,age_cat,id,c_charge_degree,two_year_recid,juv_fel_count,age_in_months,race,prior_offenses,age,decile_score
0,Low,3.0,0,0.0,Male,25 - 45,3299,F,1,0.0,348.0,African-American,3.0,29.0,2
0,Medium,2.0,0,0.0,Male,25 - 45,7055,F,0,0.0,300.0,Caucasian,2.0,25.0,5
0,High,11.0,0,0.0,Male,25 - 45,7799,M,1,0.0,300.0,African-American,11.0,25.0,8
0,Low,1.0,0,0.0,Male,25 - 45,1578,F,0,0.0,468.0,Caucasian,1.0,39.0,1
0,Low,0.0,0,0.0,Male,Less than 25,7177,,0,0.0,264.0,Hispanic,0.0,22.0,2
0,Low,1.0,0,0.0,Male,Less than 25,2516,f,0,0.0,288.0,African-American,1.0,24.0,3
0,Low,3.0,0,0.0,Male,25 - 45,1051,M,1,0.0,396.0,African-American,3.0,33.0,2
0,High,0.0,0,0.0,MALE,Less than 25,10237,F,1,0.0,252.0,Caucasian,0.0,21.0,9
3,High,9.0,0,3.0,Female,25 - 45,3391,Misdemeanor,1,0.0,348.0,African-American,9.0,29.0,8
0,High,11.0,0,0.0,Male,Greater than 45,10260,F,1,0.0,648.0,Caucasian,11.0,54.0,9
0,High,8.0,1,3.0,Male,25 - 45,2813,M,1,2.0,,African-American,8.0,,10
0,Low,7.0,0,0.0,Male,Greater than 45,5335,F,0,0.0,624.0,Caucasian,7.0,52.0,2
0,Low,0.0,0,0.0,Male,25 - 45,1639,F,0,0.0,456.0,Hispanic,0.0,38.0,4
0,High,5.0,0,0.0,Male,25 - 45,7411,M,0,0.0,360.0,African-American,5.0,30.0,9
1,Medium,2.0,1,2.0,Female,Less than 25,4022,F,0,,264.0,Caucasian,2.0,22.0,7
0,Low,5.0,0,0.0,Male,25 - 45,1447,F,0,0.0,492.0,Caucasian,5.0,41.0,1
0,Medium,9.0,0,0.0,Male,Greater than 45,7572,M,1,0.0,600.0,Caucasian,9.0,50.0,6
0,High,0.0,0,0.0,Male,25 - 45,1541,F,0,,372.0,African-American,0.0,31.0,10
0,Low,2.0,0,0.0, Male,25 - 45,6708,F,0,0.0,372.0,African-American,2.0,31.0,2
0,Medium,0.0,0,0.0,Female,Less than 25,1736,F,0,0.0,288.0,African-American,0.0,24.0,7
0,High,10.0,0,0.0,Female,25 - 45,1696,F,0,0.0,420.0,Hispanic,10.0,35.0,8
0,Medium,2.0,0,0.0,Male,Less than 25,9745,M,1,0.0,276.0,African-American,2.0,23.0,7
1,Low,4.0,1,2.0,Male,25 - 45,8469,F,1,0.0,348.0,African-American,4.0,29.0,4
0,Low,12.0,0,0.0,Male,25 - 45,6451,F,1,0.0,348.0,African-American,12.0,29.0,2
0,Medium,,0,0.0,Male,Greater than 45,6406,F,0,0.0,552.0,Hispanic,,46.0,6
0,Low,4.0,0,0.0,Male,25 - 45,4281,M,0,0.0,348.0,African-American,4.0,29.0,4
0,Medium,2.0,1,1.0,Male,Less than 25,6946,F,1,0.0,264.0,African-American,2.0,22.0,7
0,Medium,0.0,0,0.0,Male,Less than 25,10305,f,1,,240.0,African-American,0.0,20.0,6
0,Low,0.0,0,0.0,Female,25 - 45,8590,M,0,0.0,312.0,HISPANIC,0.0,26.0,3
0,Low,2.0,0,0.0,Male,Greater than 45,266,F,0,0.0,,Hispanic,2.0,,1
0,High,13.0,0,0.0,Male,25 - 45,7807,F,1,0.0,408.0,?,13.0,34.0,8
2,Low,1.0,1,3.0,Male,Less than 25,9145,M,1,0.0,276.0,African-American,1.0,23.0,2
1,Medium,5.0,0,2.0,Male,Less than 25,2184,,1,1.0,276.0,Caucasian,5.0,23.0,5
0,Low,0.0,0,0.0,Male,Less than 25,3647,,0,0.0,240.0,African-American,0.0,20.0,3
0,Medium,0.0,0,0.0,Female,Less than 25,533,F,1,0.0,276.0,African-American,0.0,23.0,5
1,Low,0.0,0,1.0,Male,Less than 25,975,f,0,0.0,252.0,African-American,0.0,21.0,3
0,Medium,8.0,0,2.0,?,25 - 45,10444,F,0,2.0,360.0,African-American,8.0,30.0,6
0,Medium,1.0,0,0.0,Male,Less than 25,6166,M,1,0.0,240.0,Caucasian,1.0,20.0,5
0,High,-,0,0.0,Male,25 - 45,7890,M,0,0.0,312.0,African-American,-,26.0,8
0,Medium,0.0,0,0.0,Male,25 - 45,2109,F,0,0.0,312.0,Caucasian,0.0,26.0,5
0,Medium,9.0,0,0.0,Male,25 - 45,10766,F,1,0.0,432.0,African-American,9.0,36.0,7
0,Low,0.0,0,0.0,Male,25 - 45,5382,F,0,0.0,360.0,Other,0.0,30.0,1
1,High,1.0,0,1.0,Male,Less than 25,366,M,1,0.0,264.0,Caucasian,1.0,22.0,8
0,Low,N/A,0,0.0,Male,Greater than 45,9092,F,1,0.0,540.0,Caucasian,N/A,45.0,1
0,Medium,2.0,0,0.0,Female,Less than 25,6227,F,1,0.0,276.0,African-American,2.0,23.0,7
0,Low,2.0,0,0.0,Male,25 - 45,3993,F,0,0.0,492.0,Hispanic,2.0,41.0,2
0,Low,1.0,0,0.0,MALE,25 - 45,10588,F,0,0.0,300.0,Hispanic,1.0,25.0,3
0,high,1.0,0,0.0,Male,Less than 25,9341,F,1,0.0,240.0,Hispanic,1.0,20.0,10
0,High,1.0,1,1.0,Male,Less than 25,4939,F,1,0.0,240.0,African-American,1.0,20.0,8
0,High,7.0,0,0.0,Male,25 - 45,2637,f,1,0.0,396.0,CAUCASIAN,7.0,33.0,8
0,Low,3.0,0,0.0,Male,Greater than 45,3758,M,0,0.0,540.0,African-American,3.0,45.0,2
0,Low,2.0,0,0.0,Female,25 - 45,7864,F,0,0.0,480.0,African-American,2.0,40.0,1
0,Medium,4.0,0,0.0,Male,25 - 45,6089,F,1,0.0,324.0,African-American,4.0,27.0,5
0,Medium,,0,0.0,Male,Greater than 45,4332,F,1,0.0,648.0, Caucasian,,54.0,7
0,Low,,0,0.0,MALE,Greater than 45,3248,F,1,0.0,840.0,-,,70.0,1
0,High,7.0,0,0.0,Male,25 - 45,4170,F,1,0.0,336.0,Caucasian,7.0,28.0,9
0,Medium,11.0,0,0.0,Male,25 - 45,10148,M,1,0.0,372.0,African-American,11.0,31.0,7
0,Low,0.0,0,0.0,Male,25 - 45,3605,F,0,0.0,528.0,African-American,0.0,44.0,1
0,Low,N/A,0,0.0,Male,25 - 45,5196,F,0,0.0,396.0,Hispanic,N/A,33.0,4
0,Low,0.0,0,0.0,Male,25 - 45,5858,M,0,0.0,348.0,Caucasian,0.0,29.0,2
0,Low,4.0,0,0.0,Female,25 - 45,8759,F,0,0.0,432.0,African-American,4.0,36.0,2
0,Low,0.0,0,0.0,Male,Less than 25,4825,M,1,0.0,264.0,African-American,0.0,22.0,3
0,Medium,7.0,2,2.0, Male,25 - 45,7678,F,1,0.0,336.0,African-American,7.0,28.0,7
0,Medium,2.0,0,0.0,Male,25 - 45,5918,M,1,0.0,456.0,African-American,2.0,38.0,7
0,High,0.0,0,0.0,Male,25 - 45,9259,F,1,0.0,360.0,CAUCASIAN,0.0,30.0,9
0,Low,1.0,0,0.0,Male,25 - 45,5792,M,1,0.0,,Caucasian,1.0,,4
0,low,1.0,0,0.0,Male,25 - 45,1554,F,0,0.0,300.0,Hispanic,1.0,25.0,2
0,Low,0.0,0,0.0,Male,Greater than 45,7027,M,1,0.0,588.0, African-American,0.0,49.0,1
0,Medium,,0,0.0,Male,Greater than 45,837,F,1,0.0,552.0,Caucasian,,46.0,6
0,Low,0.0,0,0.0,Male,Less than 25,5050,M,0,0.0,252.0,African-American,0.0,21.0,4
0,Medium,1.0,1,1.0,Female,Less than 25,6866,M,0,0.0,276.0,African-American,1.0,23.0,5
0,High,4.0,1,1.0,Male,Less than 25,9323,M,1,0.0,276.0,caucasian,4.0,23.0,9
0,Low,2.0,0,0.0,Male,Greater than 45,5423,F,0,0.0,708.0,Caucasian,2.0,59.0,1
0,Low,0.0,0,0.0,Male,25 - 45,4909,M,0,0.0,300.0,Hispanic,0.0,25.0,2
0,Medium,1.0,0,0.0,Male,25 - 45,7562,F,0,0.0,312.0,african-american,1.0,26.0,6
0,Low,1.0,0,0.0,Female,25 - 45,4462,F,0,0.0,312.0,African-American,1.0,26.0,3
0,Low,4.0,0,0.0,Male,25 - 45,3474,F,1,0.0,432.0,Caucasian,4.0,36.0,3
0,Low,0.0,0,0.0,Male,Less than 25,7838,M,1,0.0,252.0,African-American,0.0,21.0,3
0,High,1.0,0,0.0,Male,25 - 45,5152,F,1,0.0,312.0,African-American,1.0,26.0,10
0,High,11.0,0,0.0,Male,Less than 25,5825,F,1,0.0,288.0,African-American,11.0,24.0,9
0,Low,3.0,0,0.0,Male,25 - 45,4464,M,0,0.0,444.0,African-American,3.0,37.0,2
0,Medium,0.0,0,0.0,Male,25 - 45,840,F,0,0.0,324.0,African-American,0.0,27.0,5
0,Low,0.0,0,0.0,Male,25 - 45,5880,F,0,0.0,300.0,African-American,0.0,25.0,2
0,Low,1.0,0,0.0,Male,Greater than 45,10735,F,0,0.0,756.0,African-American,1.0,63.0,1
0,High,12.0,0,4.0,Male,25 - 45,7966,F,1,4.0,396.0,African-American,12.0,33.0,10
0,Medium,0.0,0,0.0,MALE,Less than 25,10636,M,0,0.0,252.0,Caucasian,0.0,21.0,7
0,Low,,0,0.0,Male,Greater than 45,4018,M,0,0.0,648.0,African-American,,54.0,1
0,Medium,1.0,0,0.0,Male,25 - 45,963,F,0,0.0,300.0,caucasian,1.0,25.0,5
0,Medium,7.0,0,0.0,Male,25 - 45,3550,F,1,0.0,372.0,African-American,7.0,31.0,7
0,Medium,1.0,0,0.0,Male,25 - 45,2621,F,1,0.0,372.0,Caucasian,1.0,31.0,7
0,Low,2.0,0,0.0,Male,25 - 45,294,M,0,0.0,408.0,African-American,2.0,34.0,2
0,Low,5.0,0,0.0,Male,25 - 45,10963,F,0,0.0,504.0,Caucasian,5.0,42.0,4
0,Medium,2.0,1,1.0,Male,25 - 45,5816,F,1,0.0,300.0,African American,2.0,25.0,7
0,High,2.0,0,0.0,Male,Less than 25,9908,,1,,252.0,African-American,2.0,21.0,10
0,Low,1.0,0,0.0,Male,25 - 45,1169,M,0,0.0,348.0,African-American,1.0,29.0,4
0,Medium,6.0,0,0.0,Female,25 - 45,2493,F,1,0.0,384.0,Caucasian,6.0,32.0,6
0,Low,1.0,0,0.0,Female,Greater than 45,4117,M,0,0.0,576.0,Caucasian,1.0,48.0,1
0,Medium,6.0,0,0.0,Male,25 - 45,5790,F,0,0.0,372.0,Other,6.0,31.0,5
0,Medium,4.0,0,0.0,Female,25 - 45,2573,F,1,0.0,528.0,Caucasian,4.0,44.0,6
0,Medium,6.0,2,3.0,Male,25 - 45,6528,F,1,1.0,348.0,African-American,6.0,29.0,6
0,Low,0.0,0,0.0,Male,25 - 45,8816,F,0,0.0,420.0,CAUCASIAN,0.0,35.0,2
0,Low,1.0,0,0.0,Female,25 - 45,10530,F,0,0.0,300.0,African-American,1.0,25.0,3
0,low,1.0,0,0.0,Male,25 - 45,5558,M,0,0.0,300.0,Caucasian,1.0,25.0,3
0,Low,1.0,0,0.0,Male,Less than 25,3134,M,1,0.0,288.0,African-American,1.0,24.0,4
0,Low,0.0,0,0.0,Female,25 - 45,5567,F,0,0.0,396.0,African-American,0.0,33.0,2
0,Medium,0.0,0,0.0,Male,Greater than 45,7423,F,1,0.0,624.0,AFRICAN-AMERICAN,0.0,52.0,7
1,HIGH,1.0,1,2.0,Male,Less than 25,1283,F,1,0.0,252.0,African-American,1.0,21.0,9
0,low,,0,0.0,Male,Greater than 45,609,f,0,0.0,816.0,Caucasian,,68.0,1
0,High,12.0,0,0.0,Male,25 - 45,8681,F,1,0.0,396.0,African-American,12.0,33.0,9
0,High,1.0,0,0.0,Male,Less than 25,3273,Felony,1,0.0,252.0,African-American,1.0,21.0,9
0,Medium,0.0,0,0.0,Male,25 - 45,6948,F,0,0.0,360.0,African-American,0.0,30.0,5
0,Low,2.0,0,0.0,Male,Greater than 45,1005,M,1,0.0,780.0,African-American,2.0,65.0,2
0,Low,1.0,0,0.0,Male,25 - 45,5518,M,0,0.0,372.0,Caucasian,1.0,31.0,1
0,Low,1.0,0,0.0, Male,25 - 45,1354,M,0,0.0,324.0,Hispanic,1.0,27.0,1
0,Low,4.0,0,0.0,Male,25 - 45,10932,F,0,0.0,444.0,African-American,4.0,37.0,3
0,Medium,,0,0.0,Male,Greater than 45,6878,F,1,0.0,564.0,Caucasian,,47.0,6
0,Low,0.0,0,0.0,Male,Greater than 45,1551,M,0,0.0,636.0,Hispanic,0.0,53.0,1
0,Low,0.0,0,0.0,Male,Greater than 45,2418,F,0,0.0,552.0,Caucasian,0.0,46.0,1
0,Low,0.0,0,0.0,Female,Less than 25,2405,F,0,0.0,288.0,African-American,0.0,24.0,3
0,Low,1.0,0,0.0,Male,Greater than 45,4516,M,1,0.0,540.0,Caucasian,1.0,45.0,1
0,Low,1.0,0,0.0,Male,25 - 45,1956,M,1,0.0,312.0,Hispanic,1.0,26.0,2
0,Low,0.0,0,0.0,Male,Less than 25,1707,,0,0.0,288.0,African-American,0.0,24.0,2
0,Low,0.0,0,0.0,?,25 - 45,3431,m,0,0.0,336.0,African-American,0.0,28.0,2
2,Medium,3.0,0,2.0,Male,25 - 45,4247,M,0,0.0,300.0,African-American,3.0,25.0,6
0,Low,0.0,0,0.0,Male,Greater than 45,727,F,0,0.0,672.0,Caucasian,0.0,56.0,1
0,High,3.0,0,0.0,Male,25 - 45,8188,m,0,0.0,312.0,Caucasian,3.0,26.0,10
4,High,6.0,0,5.0,Male,Less than 25,829,F,1,1.0,264.0,Caucasian,6.0,22.0,10
0,Low,0.0,0,0.0,Male,25 - 45,3799,M,0,0.0,324.0,African-American,0.0,27.0,2
0,Low,3.0,0,0.0,Male,Greater than 45,4416,F,0,0.0,696.0,-,3.0,58.0,2
0,Low,0.0,0,0.0,Male,25 - 45,8673,M,0,0.0,300.0,Caucasian,0.0,25.0,2
0,Low,,0,0.0,Male,Greater than 45,6240,F,0,0.0,600.0,African-American,,50.0,1
0,Low,2.0,0,0.0, Male,Greater than 45,10179,M,0,0.0,684.0,African-American,2.0,57.0,1
0,Medium,0.0,0,0.0,Male,Less than 25,9467,F,1,0.0,264.0,African-American,0.0,22.0,7
0,Low,0.0,0,0.0,MALE,Less than 25,2996,f,0,0.0,252.0,Other,0.0,21.0,4
0,Low,2.0,0,0.0,Male,25 - 45,6881,F,0,0.0,420.0,Hispanic,2.0,35.0,1
1,High,2.0,2,3.0,Male,Less than 25,1187,F,1,0.0,252.0,Caucasian,2.0,21.0,9
0,Medium,1.0,0,0.0,Female,25 - 45,6589,F,1,0.0,324.0,African-American,1.0,27.0,5
0,Medium,3.0,0,0.0,Male,25 - 45,8754,F,0,0.0,384.0,Caucasian,3.0,32.0,5
0,Low,1.0,0,0.0,Male,Less than 25,7345,F,1,0.0,264.0,African-American,1.0,22.0,4
0,Low,0.0,0,0.0,Female,25 - 45,6064,M,0,0.0,372.0,Caucasian,0.0,31.0,2
1,High,9.0,0,1.0, Male,25 - 45,9225,M,1,0.0,396.0,-,9.0,33.0,8
0,Medium,7.0,0,0.0,Male,Greater than 45,9115,F,1,0.0,696.0,Caucasian,7.0,58.0,7
1,Medium,1.0,0,1.0,Male,Less than 25,10233,F,0,0.0,276.0,African-American,1.0,23.0,5
0,Low,0.0,0,0.0,Male,25 - 45,2420,M,1,0.0,336.0,Caucasian,0.0,28.0,2
0,High,13.0,0,0.0,Male,25 - 45,8565,F,1,0.0,360.0,-,13.0,30.0,10
0,Low,,0,0.0,Female,Greater than 45,8983,M,0,0.0,660.0,Caucasian,,55.0,1
0,Low,1.0,0,0.0,Female,25 - 45,625,F,1,0.0,324.0,African-American,1.0,27.0,2
0,Low,0.0,0,0.0,Male,Less than 25,5222,F,1,0.0,276.0,African-American,0.0,23.0,3
0,medium,4.0,0,0.0,Male,25 - 45,10559,M,0,0.0,324.0,African-American,4.0,27.0,6
0,High,10.0,1,1.0,Male,25 - 45,7042,F,1,0.0,300.0,African-American,10.0,25.0,9
0,Low,1.0,0,0.0,Male,25 - 45,743,F,0,0.0,312.0,African-American,1.0,26.0,2
0,Medium,500,0,0.0,Female,25 - 45,6432,F,0,0.0,,Caucasian,500,,5
0,High,2.0,0,0.0,Female,25 - 45,4024,F,1,0.0,300.0,African-American,2.0,25.0,8
0,High,1.0,1,1.0,Male,Less than 25,5,F,0,0.0,276.0,African-American,1.0,23.0,8
0,Low,3.0,0,0.0,Female,25 - 45,6498,Felony,0,0.0,324.0,Caucasian,3.0,27.0,3
0,Low,0.0,0,0.0,Male,Greater than 45,9377,Felony,0,0.0,732.0,hispanic,0.0,61.0,1
0,Low,4.0,0,0.0,Female,Greater than 45,2042,f,0,0.0,696.0,African-American,4.0,58.0,1
0,Low,,0,0.0,Male,Greater than 45,8426,F,0,0.0,660.0,Caucasian,,55.0,1
0,Low,2.0,0,0.0,Male,Greater than 45,6570,f,0,0.0,564.0,Caucasian,2.0,47.0,4
0,Low,1.0,0,0.0,MALE,Less than 25,621,M,0,0.0,276.0,Hispanic,1.0,23.0,3
0,High,7.0,0,0.0,Male,25 - 45,478,F,0,0.0,348.0,African-American,7.0,29.0,9
0,Low,0.0,0,0.0,Male,Less than 25,7189,M,1,0.0,252.0,Caucasian,0.0,21.0,4
0,Low,0.0,0,0.0,Male,Greater than 45,6596,F,1,0.0,612.0,African-American,0.0,51.0,1
0,Medium,4.0,0,0.0,Male,25 - 45,1706,M,1,0.0,396.0,African-American,4.0,33.0,5
0,Medium,0.0,0,0.0,Male,Less than 25,9172,F,0,0.0,252.0,African-American,0.0,21.0,7
0,Low,4.0,0,0.0,Male,25 - 45,10208,M,0,0.0,396.0,Caucasian,4.0,33.0,3
0,Low,1.0,0,0.0,Male,Greater than 45,9776,F,0,0.0,756.0,Caucasian,1.0,63.0,1
0,Low,0.0,0,0.0,Female,25 - 45,5410,F,0,0.0,468.0,Other,0.0,39.0,1
0,High,4.0,2,4.0,Male,Less than 25,7591,,1,2.0,240.0,African-American,4.0,20.0,9
0,Medium,2.0,0,0.0,Male,25 - 45,8732,M,0,0.0,384.0,African-American,2.0,32.0,5
0,Low,2.0,0,0.0,Male,25 - 45,10989,M,0,0.0,360.0,African-American,2.0,30.0,4
0,Low,13.0,0,2.0,Male,Greater than 45,6046,F,0,2.0,588.0,African-American,13.0,49.0,3
0,high,0.0,0,0.0,Male,25 - 45,7516,M,1,0.0,420.0,African-American,0.0,35.0,8
0,low,1.0,0,0.0,Male,Less than 25,2964,F,1,0.0,264.0,Caucasian,1.0,22.0,2
1,Medium,-,0,1.0,Male,Less than 25,7759,,1,0.0,264.0,African-American,-,22.0,7
0,High,1.0,0,0.0,Male,25 - 45,9743,Felony,0,0.0,372.0,African-American,1.0,31.0,10
0,Low,7.0,0,0.0,Male,25 - 45,9883,F,1,0.0,348.0,African-American,7.0,29.0,4
1,High,14.0,0,1.0,Male,25 - 45,6245,F,0,0.0,396.0,Caucasian,14.0,33.0,9
0,Low,0.0,0,0.0,Female,Greater than 45,10043,F,0,,588.0, Caucasian,0.0,49.0,1
0,Low,7.0,0,0.0,Male,25 - 45,4236,F,1,0.0,420.0,African-American,7.0,35.0,2
0,Medium,5.0,0,0.0,Male,25 - 45,7742,F,1,0.0,408.0,Hispanic,5.0,34.0,6
0,Low,3.0,0,0.0,Male,25 - 45,2040,F,0,0.0,468.0,Hispanic,3.0,39.0,4
0,Low,,0,0.0,Male,Greater than 45,1689,M,1,0.0,648.0,Caucasian,,54.0,1
0,High,1.0,1,1.0,Male,Less than 25,1197,F,1,0.0,264.0,African-American,1.0,22.0,9
0,Low,0.0,0,0.0,Male,Greater than 45,3658,M,0,0.0,672.0,Other,0.0,56.0,1
0,Low,0.0,0,0.0,?,25 - 45,4865,M,0,0.0,420.0,Hispanic,0.0,35.0,2
0,LOW,,0,0.0,Female,Greater than 45,973,M,1,0.0,684.0,Caucasian,,57.0,4
0,Low,1.0,0,0.0,Male,25 - 45,10253,F,0,0.0,516.0,Other,1.0,43.0,1
0,low,3.0,0,0.0,Male,25 - 45,2588,F,0,0.0,372.0,Hispanic,3.0,31.0,3
0,Low,5.0,0,0.0,Male,Greater than 45,8659,M,0,0.0,636.0,African-American,5.0,53.0,2
0,Low,17.0,0,0.0,Male,Greater than 45,9528,F,0,0.0,708.0,African-American,17.0,59.0,4
0,LOW,1.0,0,1.0,Male,Less than 25,6535,F,1,1.0,252.0,Caucasian,1.0,21.0,3
0,Low,1.0,0,0.0,Male,25 - 45,4980,M,0,0.0,348.0,Caucasian,1.0,29.0,3
0,Low,5.0,0,0.0,Male,25 - 45,5716,F,0,0.0,408.0,African-American,5.0,34.0,1
0,Medium,2.0,0,0.0,Male,25 - 45,321,M,0,0.0,336.0,African-American,2.0,28.0,5
0,Medium,0.0,0,0.0,Female,25 - 45,509,M,0,0.0,360.0,Caucasian,0.0,30.0,6
0,Low,,0,0.0,Male,Greater than 45,7914,M,0,0.0,660.0,Caucasian,,55.0,1
0,Medium,0.0,0,0.0,Male,Less than 25,3085,F,0,0.0,252.0,African-American,0.0,21.0,5
0,Low,8.0,0,0.0,Male,25 - 45,3291,M,1,0.0,444.0,African-American,8.0,37.0,2
0,Low,0.0,0,0.0,Female,25 - 45,7868,F,0,0.0,444.0,African-American,0.0,37.0,3
0,Low,,0,0.0,Male,Greater than 45,7758,F,1,0.0,552.0,Other,,46.0,1
0,LOW,2.0,0,0.0,Male,25 - 45,457,F,1,0.0,516.0,Other,2.0,43.0,2
0,Low,1.0,0,0.0,Male,Greater than 45,7613,Felony,0,0.0,612.0,Hispanic,1.0,51.0,1
0,Low,0.0,0,0.0,Male,Greater than 45,4211,F,0,0.0,552.0,Other,0.0,46.0,1
0,Medium,12.0,0,0.0,Male,Greater than 45,4254,M,0,0.0,552.0,African-American,12.0,46.0,6
0,High,2.0,0,0.0,Male,25 - 45,7184,F,1,0.0,312.0,African-American,2.0,26.0,8
0,Low,0.0,0,0.0,Male,Greater than 45,1475,M,0,0.0,672.0,?,0.0,56.0,1
0,medium,1.0,0,0.0,Female,25 - 45,8093,M,0,0.0,432.0,African-American,1.0,36.0,5
0,High,24.0,3,4.0,Male,25 - 45,5075,M,1,1.0,312.0,AFRICAN-AMERICAN,24.0,26.0,10
0,Low,2.0,0,0.0,Male,25 - 45,4340,Felony,1,0.0,312.0,African-American,2.0,26.0,2
0,High,0.0,0,0.0,Male,25 - 45,4893,F,0,0.0,396.0,African-American,0.0,33.0,10
0,Low,1.0,0,0.0,Male,Less than 25,7149,,0,0.0,264.0,-,1.0,22.0,4
0,Low,4.0,0,0.0,Male,25 - 45,8095,F,1,0.0,420.0,Caucasian,4.0,35.0,2
0,Low,6.0,0,0.0,Male,25 - 45,8440,F,0,0.0,,Caucasian,6.0,,4
0,Low,3.0,0,0.0,Male,25 - 45,6356,F,1,0.0,,Hispanic,3.0,,1
0,Medium,5.0,0,0.0,Male,25 - 45,2445,F,1,0.0,372.0,African-American,5.0,31.0,5
0,Medium,10.0,0,0.0,Male,25 - 45,2835,F,1,0.0,348.0,Caucasian,10.0,29.0,6
0,Low,4.0,0,0.0,Female,25 - 45,4164,F,0,0.0,480.0,Caucasian,4.0,40.0,4
0,High,-,0,0.0,Male,25 - 45,7116,F,0,0.0,384.0,African-American,-,32.0,8
0,High,3.0,0,1.0,Male,25 - 45,3939,F,1,1.0,312.0,African-American,3.0,26.0,10
0,HIGH,7.0,0,0.0,Male,25 - 45,8776,F,1,0.0,300.0,Caucasian,7.0,25.0,10
0,Low,0.0,0,0.0,Female,Greater than 45,3835,M,0,0.0,744.0,?,0.0,62.0,1
0,Medium,11.0,0,0.0,Male,25 - 45,10884,F,0,0.0,336.0,Caucasian,11.0,28.0,6
0,Low,0.0,0,0.0,Male,25 - 45,10239,F,0,0.0,432.0,African-American,0.0,36.0,1
0,High,0.0,0,0.0,Male,25 - 45,4684,M,1,0.0,420.0,Caucasian,0.0,35.0,10
0,Medium,0.0,0,0.0,Male,25 - 45,5068,F,0,,372.0,Caucasian,0.0,31.0,7
0,Low,8.0,0,0.0,Male,25 - 45,4661,M,0,0.0,516.0,African-American,8.0,43.0,2
0,Low,1.0,0,0.0,Female,Greater than 45,5852,Felony,0,0.0,660.0,African-American,1.0,55.0,1
0,Medium,11.0,0,0.0,Male,25 - 45,7606,M,1,0.0,432.0,Caucasian,11.0,36.0,6
0,low,3.0,0,0.0,Male,Greater than 45,147,F,0,0.0,792.0,Caucasian,3.0,66.0,1
0,Low,0.0,0,0.0,Female,Greater than 45,6735,m,0,0.0,612.0,Hispanic,0.0,51.0,1
0,Low,0.0,0,0.0,Female,Less than 25,8168,M,1,0.0,240.0,African-American,0.0,20.0,4
0,Medium,5.0,2,3.0,Male,25 - 45,10456,F,1,1.0,336.0,African-American,5.0,28.0,7
0,HIGH,22.0,2,2.0,Female,25 - 45,5730,F,1,0.0,468.0,African-American,22.0,39.0,10
0,Low,0.0,0,0.0,Male,25 - 45,1823,F,0,0.0,456.0,Hispanic,0.0,38.0,1
0,Low,11.0,0,0.0,Male,25 - 45,10568,F,0,0.0,408.0,Caucasian,11.0,34.0,4
0,Low,0.0,0,0.0,Male,25 - 45,5672,Misdemeanor,0,0.0,444.0,Other,0.0,37.0,1
0,Low,11.0,0,0.0,Male,25 - 45,1105,F,1,0.0,456.0,Caucasian,11.0,38.0,4
0,Medium,1.0,0,0.0,Male,25 - 45,6927,M,1,,516.0,African-American,1.0,43.0,5
0,Low,0.0,0,0.0,Male,25 - 45,7697,M,0,0.0,348.0,African-American,0.0,29.0,2
0,Medium,7.0,0,0.0,Male,Greater than 45,4119,F,1,0.0,672.0,Caucasian,7.0,56.0,6
0,Low,0.0,0,0.0,Female,25 - 45,3582,M,1,0.0,384.0,Hispanic,0.0,32.0,3
0,Medium,0.0,0,0.0,Female,25 - 45,9266,F,0,0.0,348.0,African-American,0.0,29.0,5
1,Medium,7.0,0,1.0, Male,25 - 45,7211,M,1,0.0,492.0,African-American,7.0,41.0,7
0,Low,1.0,0,0.0,Female,25 - 45,115,F,1,0.0,312.0,African-American,1.0,26.0,4
0,Medium,2.0,0,0.0,Male,Greater than 45,2444,M,0,0.0,540.0,African-American,2.0,45.0,6
0,Medium,0.0,0,0.0,Male,Less than 25,10554,F,1,0.0,264.0,African-American,0.0,22.0,7
0,Low,,0,0.0,Female,Greater than 45,3973,Felony,1,0.0,600.0,Caucasian,,50.0,1
0,Low,1.0,0,0.0,Male,Less than 25,3743,F,0,0.0,276.0,African-American,1.0,23.0,4
0,Low,0.0,0,0.0,Female,25 - 45,10145,M,0,0.0,528.0,Hispanic,0.0,44.0,1
0,Medium,1.0,0,0.0,Male,25 - 45,3247,F,0,0.0,408.0,Caucasian,1.0,34.0,6
0,low,0.0,0,0.0,Male,Less than 25,7912,F,1,0.0,252.0,Caucasian,0.0,21.0,4
0,High,3.0,0,0.0,Female,Less than 25,7175,F,0,0.0,276.0,African-American,3.0,23.0,8
0,Low,1.0,0,0.0,Male,25 - 45,9515,F,0,0.0,312.0,African-American,1.0,26.0,4
0,Low,1.0,0,0.0,Male,Less than 25,102,F,0,0.0,264.0,Hispanic,1.0,22.0,4
3,High,2.0,0,3.0,Female,Less than 25,2385,F,1,0.0,240.0,African-American,2.0,20.0,10
0,High,14.0,0,0.0,Female,25 - 45,2148,F,1,0.0,456.0,African-American,14.0,38.0,10
0,Low,0.0,0,0.0,Male,Less than 25,293,F,1,,276.0,African-American,0.0,23.0,3
0,Medium,0.0,0,0.0,Female,Less than 25,662,F,0,0.0,288.0,Caucasian,0.0,24.0,5
0,High,5.0,0,0.0,Male,Less than 25,1624,F,1,0.0,264.0,African-American,5.0,22.0,8
